Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO₂e‍),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Cuba,1996,40.0188,5.2751,25.1255,10.5438,4.2671,0.0824,-9.6712,10.5808,4.2831,25.7671,0.8582,11.3269,2.0665,-34.7437,0.89,11.56,7.3,2.2,4.1227,0.5845
Cuba,1997,42.6925,7.9418,27.5136,10.6631,4.3992,0.1166,-7.2831,10.6951,4.4132,28.2465,1.0147,11.3296,2.1016,-34.7507,1,10.91,9.34,2.75,4.2054,1.0412
Cuba,1998,42.3262,7.6185,27.0678,10.8158,4.2917,0.1509,-7.7288,10.8778,4.3187,28.013,1.0503,11.1262,2.1368,-34.7077,1.01,10.78,9.87,2.49,3.758,1.1149
Cuba,1999,42.8962,8.1985,27.9445,10.6895,4.0771,0.1851,-6.8522,10.7585,4.1071,29.0688,1.1189,10.5366,2.1719,-34.6977,0.88,10.33,11.2,2.35,3.9007,1.2981
Cuba,2000,43.4051,8.7264,28.3175,10.8162,4.0521,0.2193,-6.4791,10.8982,4.0881,29.7347,1.0738,10.3896,2.207,-34.6787,0.7,10.93,10.97,2.17,4.1934,1.4812
Cuba,2001,42.3856,9.7049,27.2836,10.6531,4.1692,0.2796,-5.423,10.6711,4.1772,28.8567,0.9764,10.3342,2.2182,-32.6807,0.63,9.64,11.72,2.21,3.7734,1.5133
Cuba,2002,40.9798,8.2941,26.0636,10.7196,3.8566,0.34,-6.643,10.7346,3.8626,27.6387,1.0329,10.0787,2.2295,-32.6857,0.73,12.86,7.83,2.06,3.3334,1.5453
Cuba,2003,40.2177,7.523,25.3346,10.8644,3.6184,0.4003,-7.372,10.8724,3.6224,26.9007,1.1004,9.9758,2.2407,-32.6947,0.51,13.45,5.65,1.89,4.3334,1.5773
Cuba,2004,39.6888,7.0322,25.0839,10.4997,3.6446,0.4606,-7.6227,10.5347,3.6596,26.6227,1.1862,9.6279,2.252,-32.6567,0.62,13.27,4.96,1.97,4.8234,1.6093
Cuba,2005,39.9685,7.3768,25.9946,10.0282,3.4248,0.5209,-6.7121,10.1082,3.4598,27.4547,1.3234,8.9272,2.2632,-32.5917,0.6,13.08,6.31,1.91,4.5134,1.6413
Cuba,2006,40.9096,78.669,26.4542,10.2103,3.6058,0.6394,64.1475,10.2563,3.6258,27.825,1.5119,9.3034,2.2693,37.7593,0.64,13.08,7.72,1.83,3.5612,1.6338
Cuba,2007,42.0345,79.7638,27.3718,10.2181,3.6867,0.7578,65.0651,10.2431,3.6977,28.6754,1.6785,9.4053,2.2753,37.7293,0.63,13.54,8.14,1.85,3.5291,1.6263
Cuba,2008,41.4902,79.1955,26.4842,10.3779,3.7519,0.8763,64.1775,10.3859,3.7559,27.8158,1.7498,9.6433,2.2814,37.7053,0.53,13.86,7.1,1.82,3.4169,1.6189
Cuba,2009,45.7585,83.5609,30.3039,10.8336,3.6264,0.9947,67.9972,10.9096,3.6594,31.6561,1.8284,9.9866,2.2874,37.8023,2.02,14.37,10.15,1.41,4.1047,1.6114
Cuba,2010,49.0899,86.8093,33.6028,10.6791,3.6948,1.1132,71.2962,10.6971,3.7028,34.9318,1.951,9.9137,2.2935,37.7193,2.88,16.25,11.2,1.25,4.6925,1.5493
Cuba,2011,46.7181,32.8304,30.6894,10.9034,3.8884,1.2368,16.6827,10.9864,3.9244,31.9557,2.1262,10.3385,2.2976,-13.8877,2.39,15.32,9.61,1.22,4.3139,1.4818
Cuba,2012,47.5771,33.6094,31.4834,10.874,3.8593,1.3604,17.4767,10.901,3.8713,32.6944,2.294,10.2869,2.3018,-13.9677,2.67,15.84,9.63,1.27,4.4653,1.4691
Cuba,2013,46.5085,32.5458,30.3028,10.8719,3.8497,1.4841,16.2961,10.9029,3.8627,31.5831,2.3373,10.2822,2.306,-13.9627,1.8,15.62,8.84,1.24,4.4367,1.4564
Cuba,2014,46.8277,32.865,30.2895,10.8003,4.1302,1.6077,16.28,10.83,4.14,31.5988,2.4208,10.498,2.3101,-13.9627,2.66,15.55,8.8,1.26,4.5381,1.4407
Cyprus,1990,5.0532,4.9868,4.4543,0.3382,0.256,0.0048,4.3879,0.3382,0.256,3.893,0.569,0.3685,0.2226,-0.0664,0.91,1.76,0.79,1.16,0.1812,0.0017
Cyprus,1991,5.6093,5.5429,5.0043,0.3448,0.2532,0.007,4.9379,0.3448,0.2532,4.4427,0.5713,0.3672,0.2281,-0.0664,1.03,1.83,1.29,1.16,0.1813,0.0014
Cyprus,1992,5.9653,5.899,5.3143,0.3522,0.2896,0.0093,5.2479,0.3522,0.2896,4.7524,0.5735,0.4058,0.2336,-0.0664,1.02,2.12,1.11,1.3,0.2114,0.001
Cyprus,1993,6.1466,6.0802,5.4823,0.3603,0.2925,0.0115,5.4159,0.3603,0.2925,4.9422,0.5538,0.4115,0.2391,-0.0664,0.87,2.25,1.18,1.32,0.2015,0.0007
Cyprus,1994,6.348,6.2817,5.664,0.3706,0.2997,0.0137,5.5976,0.3706,0.2997,5.1419,0.5377,0.4238,0.2446,-0.0664,0.92,2.37,1.21,1.37,0.2016,0.0003
Cyprus,1995,6.2406,6.1742,5.5593,0.3763,0.289,0.016,5.4929,0.3763,0.289,5.0517,0.5253,0.4135,0.2501,-0.0664,1.01,2.16,1.23,1.46,0.2017,0
Cyprus,1996,6.5573,6.4909,5.8483,0.3867,0.3014,0.0209,5.7819,0.3867,0.3014,5.3516,0.5192,0.4307,0.2557,-0.0664,1.05,2.27,1.36,1.51,0.2016,0
Cyprus,1997,6.6297,6.5633,5.9243,0.3969,0.2826,0.0259,5.858,0.3969,0.2826,5.4715,0.4802,0.4166,0.2613,-0.0664,1.06,2.41,1.28,1.57,0.2115,0
Cyprus,1998,7.1381,7.0717,6.4109,0.4045,0.2919,0.0309,6.3445,0.4045,0.2919,5.8115,0.6318,0.428,0.2669,-0.0664,1.1,2.64,1.31,1.65,0.2115,0
Cyprus,1999,7.3852,7.3188,6.6452,0.4072,0.2969,0.0358,6.5789,0.4072,0.2969,6.0714,0.6111,0.4302,0.2725,-0.0664,1.29,2.83,1.35,1.69,0.2014,0
Cyprus,2000,7.7236,7.6572,6.9962,0.4144,0.2722,0.0408,6.9298,0.4144,0.2722,6.3014,0.737,0.4072,0.2781,-0.0664,1.42,2.95,1.39,1.73,0.2314,0
Cyprus,2001,7.6213,7.5076,6.8715,0.4225,0.2797,0.0475,6.7578,0.4225,0.2797,6.1917,0.729,0.4166,0.2839,-0.1137,1.57,2.84,1.33,1.79,0.2317,0
Cyprus,2002,7.8572,7.7435,7.0581,0.4424,0.3024,0.0542,6.9445,0.4424,0.3024,6.342,0.7724,0.453,0.2898,-0.1137,1.36,3,1.32,1.77,0.252,0
Cyprus,2003,8.6834,8.5697,7.8371,0.4594,0.3259,0.0609,7.7234,0.4594,0.3259,7.0223,0.878,0.4874,0.2957,-0.1137,1.38,3.52,1.36,1.88,0.2623,0
Cyprus,2004,8.5788,8.4652,7.7527,0.4557,0.3027,0.0677,7.6391,0.4557,0.3027,6.9126,0.9104,0.4543,0.3016,-0.1137,1.08,3.31,1.39,1.98,0.2426,0
Cyprus,2005,8.769,8.6553,7.9477,0.4594,0.2876,0.0744,7.834,0.4594,0.2876,7.0529,0.972,0.4365,0.3075,-0.1137,1.8,3.49,1,2.02,0.5429,0
Cyprus,2006,8.8035,8.4156,8.0004,0.4537,0.2664,0.083,7.6124,0.4537,0.2664,7.1135,0.9734,0.4026,0.314,-0.3879,1.85,3.56,0.88,2,0.6735,0
Cyprus,2007,9.1812,8.7933,8.3543,0.4642,0.2711,0.0917,7.9664,0.4642,0.2711,7.424,1.026,0.4106,0.3206,-0.3879,1.74,3.74,0.9,2.14,0.654,0
Cyprus,2008,9.3564,8.9685,8.5326,0.4682,0.2553,0.1003,8.1447,0.4682,0.2553,7.5846,1.053,0.3917,0.3271,-0.3879,1.67,3.89,0.88,2.18,0.6246,0
Cyprus,2009,9.0863,8.6984,8.2365,0.4721,0.2688,0.109,7.8485,0.4721,0.2688,7.5051,0.8455,0.402,0.3337,-0.3879,1.49,3.93,0.76,2.18,0.6351,0
Cyprus,2010,8.8112,8.4233,7.9232,0.4857,0.2847,0.1177,7.5353,0.4857,0.2847,7.2657,0.7809,0.4244,0.3403,-0.3879,1.41,3.79,0.67,2.23,0.5757,0
Cyprus,2011,8.4961,8.1918,7.6009,0.4928,0.2757,0.1267,7.2966,0.4928,0.2757,7.0058,0.7276,0.4158,0.3469,-0.3043,1.52,3.65,0.56,2.16,0.6358,0
Cyprus,2012,7.9403,7.636,7.023,0.4947,0.2869,0.1358,6.7186,0.4947,0.2869,6.516,0.6488,0.4221,0.3535,-0.3043,1.42,3.46,0.46,1.99,0.606,0
Cyprus,2013,6.9364,6.632,6.045,0.4917,0.2548,0.1449,5.7407,0.4917,0.2548,5.6261,0.5699,0.3802,0.3601,-0.3043,1.47,2.77,0.54,1.79,0.5261,0
Cyprus,2014,7.0222,6.7178,6.1264,0.4983,0.2435,0.1539,5.82,0.5,0.24,5.7663,0.5203,0.3688,0.3667,-0.3043,1.44,2.88,0.67,1.75,0.4763,0
Czech Republic,1990,181.0566,168.4915,153.5933,19.1607,8.2224,0.0802,141.0277,19.161,8.2224,161.0183,4.9167,12.5699,2.5516,-12.5651,0.66,67.72,46.69,6.95,31.166,8.5022
Czech Republic,1991,164.8315,152.2694,139.6845,18.3309,6.7225,0.0937,127.1218,18.3312,6.7225,147.1521,4.2977,10.7924,2.5893,-12.5621,0.46,66.37,37.06,6.17,29.4337,8.0984
Czech Republic,1992,158.3562,145.7971,134.7698,17.1194,6.3598,0.1072,122.2102,17.1197,6.3598,141.3459,4.6128,9.7704,2.627,-12.5591,0.53,64.45,40.05,7.92,21.2314,7.6945
Czech Republic,1993,153.4895,140.9399,131.5857,15.7329,6.0503,0.1207,119.0362,15.7329,6.0503,137.8998,4.2985,8.6265,2.6647,-12.5496,0.43,65.26,33.01,7.96,24.3791,7.2907
Czech Republic,1994,145.9676,133.4232,125.2417,14.5693,6.0224,0.1341,112.6974,14.5693,6.0224,131.0336,4.2444,7.9873,2.7024,-12.5444,0.53,65.05,27.38,8.54,23.1868,6.8868
Czech Republic,1995,145.4959,132.9567,125.6836,13.8065,5.8582,0.1476,113.1444,13.8065,5.8582,131.1474,3.996,7.6124,2.74,-12.5392,0.57,68.92,26.5,7.25,22.0045,6.483
Czech Republic,1996,147.042,134.508,127.2288,13.5316,6.0842,0.1973,114.6948,13.5316,6.0842,132.4217,4.1364,7.7312,2.7527,-12.534,0.41,71.39,25.37,10.08,19.2615,6.3302
Czech Republic,1997,144.3961,131.8673,125.2392,13.082,5.8279,0.2471,112.7104,13.082,5.8279,130.3259,4.1119,7.193,2.7653,-12.5289,0.38,70.8,24.77,10.38,18.1986,6.1774
Czech Republic,1998,137.8697,125.3461,119.2337,12.6239,5.7154,0.2968,106.71,12.6239,5.7154,124.2802,4.0215,6.7901,2.778,-12.5237,0.35,67.6,23.2,10.67,16.7856,6.0246
Czech Republic,1999,130.5493,118.0308,112.1841,12.3371,5.6816,0.3465,99.6656,12.3371,5.6816,117.2345,3.8871,6.6372,2.7906,-12.5185,0.41,63.06,19.91,11.76,16.6427,5.8718
Czech Republic,2000,141.6226,129.1092,123.3708,11.9535,5.9021,0.3962,110.8574,11.9535,5.9021,128.3187,3.8589,6.6417,2.8032,-12.5134,0.48,69.72,24.09,11.87,16.9198,5.719
Czech Republic,2001,141.6084,129.332,122.9597,11.9042,6.2987,0.4459,110.6833,11.9042,6.2987,128.1791,3.6208,6.9696,2.839,-12.2764,0.49,70.19,22.4,12.74,17.1969,5.6421
Czech Republic,2002,136.5724,124.2961,118.8248,11.7805,5.4715,0.4955,106.5485,11.7805,5.4715,124.2094,3.4889,5.9994,2.8748,-12.2763,0.5,68.65,20.5,13.29,16.2141,5.5653
Czech Republic,2003,140.8975,128.6212,123.1241,11.6517,5.5765,0.5452,110.8478,11.6517,5.5765,128.3697,3.6611,5.9562,2.9105,-12.2763,0.61,69.49,20.64,15.12,17.6312,5.4885
Czech Republic,2004,141.6378,129.3616,123.8089,11.5244,5.7096,0.5949,111.5328,11.5244,5.7096,128.89,3.8589,5.9426,2.9463,-12.2762,0.87,69.61,20.75,15.84,17.2784,5.4116
Czech Republic,2005,138.204,125.9276,120.4422,11.4222,5.695,0.6445,108.1658,11.4222,5.695,125.4504,3.9652,5.8064,2.982,-12.2764,0.95,67.7,20.18,17.14,15.0956,5.3348
Czech Republic,2006,138.7436,131.9672,121.0541,11.3559,5.6137,0.7198,114.2777,11.3559,5.6137,125.8797,4.0867,5.763,3.0142,-6.7764,1,67.65,19.77,17.45,15.7468,5.2629
Czech Republic,2007,141.5069,134.732,123.6702,11.3442,5.6974,0.7951,116.8944,11.3452,5.6974,128.119,4.4024,5.9391,3.0464,-6.7749,1.03,72.88,18.11,18.41,13.5281,5.1909
Czech Republic,2008,135.9195,129.1431,118.2786,11.2334,5.5371,0.8704,111.5022,11.2334,5.5371,122.7684,4.3003,5.7722,3.0786,-6.7764,1.06,68.09,17.25,18.26,14.0594,5.119
Czech Republic,2009,128.3928,121.6175,110.9183,11.1292,5.3995,0.9457,104.143,11.1292,5.3995,115.8777,3.7696,5.6346,3.1108,-6.7753,1.01,62.91,16.51,17.63,13.7807,5.047
Czech Republic,2010,130.5169,123.7405,113.1254,11.038,5.3324,1.021,106.3491,11.038,5.3324,118.177,3.6163,5.5805,3.143,-6.7764,0.93,67.54,14.1,16.59,14.972,4.9751
Czech Republic,2011,129.9681,117.4717,112.3802,11.0307,5.457,1.1001,99.8838,11.0307,5.457,117.1243,3.9724,5.7082,3.1631,-12.4964,0.92,67.61,14.34,16.46,13.7857,4.9386
Czech Republic,2012,125.4874,112.993,107.3811,11.0105,5.9166,1.1792,94.8847,11.0115,5.9176,112.3416,3.8046,6.158,3.1832,-12.4944,0.87,64.42,13.29,16.09,13.6195,4.9021
Czech Republic,2013,120.9859,108.4895,102.7712,11.0099,5.9465,1.2584,90.2747,11.0099,5.9465,107.8089,3.776,6.1978,3.2033,-12.4964,0.84,59.9,12.98,15.94,14.1233,4.8656
Czech Republic,2014,116.7703,104.2742,98.3893,11.0314,6.0121,1.3375,85.89,11.03,6.01,103.1561,4.0955,6.2953,3.2234,-12.4961,0.87,56.57,13.54,16.44,11.7771,4.8291
Denmark,1990,66.6723,67.2781,52.0169,7.1977,7.4252,0.0325,52.6227,7.1977,7.4252,51.7555,1.9042,11.7061,1.3065,0.6058,4.77,26.55,5.46,10.31,9.1817,0.2638
Denmark,1991,77.2658,77.8716,62.6316,7.2969,7.2504,0.0869,63.2374,7.2969,7.2504,62.2642,2.1069,11.5882,1.3065,0.6058,4.36,35.46,5.89,10.9,9.5362,0.488
Denmark,1992,71.2017,71.8075,56.8356,7.348,6.8769,0.1412,57.4414,7.348,6.8769,56.5088,2.1629,11.2235,1.3064,0.6058,4.54,30.47,5.75,10.86,8.8908,0.5481
Denmark,1993,73.8354,74.4412,59.2051,7.501,6.9337,0.1956,59.8109,7.501,6.9337,58.8493,2.2886,11.3911,1.3063,0.6058,5.91,32.03,5.69,11.13,9.5553,0.444
Denmark,1994,77.6614,78.2672,63.2021,7.4329,6.7765,0.2499,63.8079,7.4329,6.7765,62.8392,2.3923,11.1236,1.3062,0.6058,6.59,36.2,5.73,11.57,8.8898,0.4494
Denmark,1995,74.4963,75.1021,59.9943,7.5022,6.6955,0.3043,60.6001,7.5022,6.6955,59.6244,2.496,11.0697,1.3062,0.6058,6.86,32.57,5.97,11.69,8.9844,0.4001
Denmark,1996,87.8829,88.4888,73.3247,7.4934,6.6904,0.3744,73.9305,7.4934,6.6904,72.9524,2.6119,11.0131,1.3054,0.6059,6.71,45.13,5.9,11.81,9.6547,0.4577
Denmark,1997,78.3205,78.9262,63.7097,7.4756,6.6906,0.4446,64.3155,7.4756,6.6906,63.3352,2.7279,10.9527,1.3047,0.6058,6.36,36.08,5.81,11.94,8.9251,0.5701
Denmark,1998,74.2522,74.858,59.6034,7.5393,6.5949,0.5147,60.2092,7.5393,6.5949,59.329,2.7412,10.8779,1.304,0.6058,6.53,32.57,5.65,12,8.6454,0.4636
Denmark,1999,70.8439,71.4497,56.5506,7.3184,6.3901,0.5848,57.1564,7.3184,6.3901,56.6,2.5311,10.4096,1.3033,0.6058,6.39,29.49,5.71,12.04,8.4657,0.9042
Denmark,2000,66.6328,67.2385,52.2426,7.357,6.3782,0.655,52.8484,7.357,6.3782,52.275,2.6617,10.3935,1.3026,0.6057,6.42,26.43,5.39,11.99,7.8961,0.5789
Denmark,2001,67.7227,69.4278,53.4133,7.4918,6.1012,0.7163,55.1185,7.4918,6.1012,53.426,2.5433,10.4647,1.2887,1.7052,5.77,27.67,5.58,12.03,8.0001,0.1459
Denmark,2002,67.1045,68.8097,53.4989,7.3537,5.4743,0.7776,55.2041,7.3537,5.4743,53.5176,2.3992,9.9129,1.2748,1.7052,4.85,27.88,5.19,12.21,7.7041,0.5334
Denmark,2003,72.6611,74.3663,58.917,7.2636,5.6416,0.8389,60.6222,7.2636,5.6416,58.9709,2.2259,10.2035,1.2608,1.7052,5.07,32.78,5.22,12.68,7.6882,0.5928
Denmark,2004,66.6301,68.342,53.407,7.1538,5.1691,0.9003,55.1158,7.1558,5.1701,53.3643,2.1844,9.8345,1.2469,1.7119,4.83,26.89,5.35,13.07,7.4122,0.6521
Denmark,2005,62.8567,64.5619,49.8782,7.0625,4.9544,0.9616,51.5834,7.0625,4.9544,49.8488,2.033,9.7419,1.233,1.7052,5.01,23.6,5.16,13.32,7.2763,0.4925
Denmark,2006,71.121,72.0984,58.2149,6.9645,4.9526,0.9889,59.1893,6.9665,4.9536,57.7679,2.4712,9.631,1.2508,0.9775,5.8,31.33,5.32,13.52,7.1113,0.4867
Denmark,2007,66.434,67.4058,53.3672,7.0579,4.9926,1.0162,54.3391,7.0579,4.9926,52.9424,2.4697,9.7533,1.2686,0.9719,6.01,26.62,5.14,14.12,6.6363,0.4261
Denmark,2008,63.2441,64.2196,50.1456,6.9141,5.1409,1.0436,51.1201,6.9151,5.1409,49.8968,2.3144,9.7466,1.2864,0.9755,5.55,24.46,4.64,13.9,6.5313,0.3655
Denmark,2009,60.7336,61.7054,47.8482,6.8283,4.9862,1.0709,48.8201,6.8283,4.9862,48.0465,1.8878,9.495,1.3042,0.9719,3.94,24.38,3.8,13.18,6.4263,0.2502
Denmark,2010,61.2864,62.2582,48.2119,7.023,4.9532,1.0982,49.1838,7.023,4.9532,48.4104,1.9083,9.6457,1.322,0.9719,4.61,24.31,4,13.02,6.7913,0.2991
Denmark,2011,56.1909,55.6961,43.0955,6.9755,4.9539,1.166,42.6007,6.9755,4.9539,43.1703,2.1044,9.5936,1.3227,-0.4948,4.7,20.15,3.98,12.72,6.0776,0.2426
Denmark,2012,51.0317,50.5369,37.8918,6.9693,4.9367,1.2338,37.397,6.9693,4.9367,37.9749,2.1685,9.565,1.3233,-0.4948,4.11,16.85,3.67,11.38,5.8439,0.2409
Denmark,2013,52.8873,52.3924,39.7512,6.9301,4.9044,1.3016,39.2564,6.9301,4.9044,39.8241,2.251,9.4882,1.324,-0.4948,4.45,19.06,3.43,11.22,5.8202,0.2939
Denmark,2014,48.7741,48.2793,35.6084,6.8764,4.9199,1.3694,35.11,6.88,4.92,35.664,2.3408,9.4447,1.3247,-0.4948,5.01,15.6,3.44,11.36,5.0365,0.2375
Djibouti,1990,0.8948,0.8948,0.3224,0.3692,0.2032,0,0.3224,0.3692,0.2032,0.3229,0,0.501,0.0709,0,,,,,0.0005,0
Djibouti,1991,0.8891,0.8891,0.3114,0.3728,0.2048,0.0001,0.3114,0.3728,0.2048,0.3119,0.0001,0.5046,0.0724,0,,,,,0.0005,0
Djibouti,1992,0.8934,0.8934,0.3114,0.3761,0.2056,0.0003,0.3114,0.3761,0.2056,0.312,0.0003,0.5073,0.0739,0,,,,,0.0006,0
Djibouti,1993,0.9057,0.9057,0.3114,0.3842,0.2097,0.0004,0.3114,0.3842,0.2097,0.312,0.0004,0.5179,0.0754,0,,,,,0.0006,0
Djibouti,1994,0.9176,0.9176,0.3041,0.3963,0.2167,0.0005,0.3041,0.3963,0.2167,0.3047,0.0005,0.5354,0.077,0,,,,,0.0006,0
Djibouti,1995,0.9578,0.9578,0.3041,0.4209,0.2321,0.0006,0.3041,0.4209,0.2321,0.3048,0.0006,0.5739,0.0785,0,,,,,0.0007,0
Djibouti,1996,0.9942,0.9942,0.3114,0.4392,0.2424,0.0012,0.3114,0.4392,0.2424,0.3121,0.0012,0.599,0.0819,0,,,,,0.0007,0
Djibouti,1997,1.0173,1.0173,0.3261,0.4449,0.2445,0.0018,0.3261,0.4449,0.2445,0.3267,0.0018,0.6034,0.0853,0,,,,,0.0006,0
Djibouti,1998,1.0224,1.0224,0.3151,0.4554,0.2495,0.0024,0.3151,0.4554,0.2495,0.3157,0.0024,0.6155,0.0887,0,,,,,0.0006,0
Djibouti,1999,1.0515,1.0515,0.3151,0.474,0.2594,0.003,0.3151,0.474,0.2594,0.3157,0.003,0.6406,0.0922,0,,,,,0.0006,0
Djibouti,2000,1.0813,1.0813,0.3408,0.4775,0.2594,0.0036,0.3408,0.4775,0.2594,0.3414,0.0036,0.6407,0.0956,0,,,,,0.0006,0
Djibouti,2001,1.1061,1.1061,0.3664,0.4762,0.2588,0.0047,0.3664,0.4762,0.2588,0.367,0.0047,0.6389,0.0955,0,,,,,0.0006,0
Djibouti,2002,1.1394,1.1394,0.3994,0.4757,0.2586,0.0058,0.3994,0.4757,0.2586,0.4,0.0058,0.6382,0.0955,0,,,,,0.0006,0
Djibouti,2003,1.1661,1.1661,0.4214,0.4782,0.2596,0.0069,0.4214,0.4782,0.2596,0.4219,0.0069,0.6419,0.0955,0,,,,,0.0006,0
Djibouti,2004,1.1594,1.1594,0.4067,0.4828,0.2619,0.008,0.4067,0.4828,0.2619,0.4073,0.008,0.6487,0.0954,0,,,,,0.0006,0
Djibouti,2005,1.1688,1.1688,0.414,0.4833,0.2625,0.009,0.414,0.4833,0.2625,0.4146,0.009,0.6498,0.0954,0,,,,,0.0006,0
Djibouti,2006,1.1596,1.1596,0.4104,0.479,0.2596,0.0106,0.4104,0.479,0.2596,0.4109,0.0106,0.6406,0.0975,0,,,,,0.0006,0
Djibouti,2007,1.2144,1.2144,0.4617,0.481,0.2597,0.0121,0.4617,0.481,0.2597,0.4622,0.0121,0.6404,0.0996,0,,,,,0.0006,0
Djibouti,2008,1.2558,1.2558,0.4983,0.4837,0.2602,0.0136,0.4983,0.4837,0.2602,0.4989,0.0136,0.6416,0.1017,0,,,,,0.0006,0
Djibouti,2009,1.2249,1.2249,0.4617,0.4873,0.2609,0.0151,0.4617,0.4873,0.2609,0.4623,0.0151,0.6436,0.1039,0,,,,,0.0006,0
Djibouti,2010,1.2836,1.2836,0.5166,0.4893,0.261,0.0166,0.5166,0.4893,0.261,0.5172,0.0166,0.6437,0.106,0,,,,,0.0006,0
Djibouti,2011,1.2426,1.2426,0.4727,0.4906,0.2604,0.0189,0.4727,0.4906,0.2604,0.4733,0.0189,0.642,0.1085,0,,,,,0.0006,0
Djibouti,2012,1.297,1.297,0.5166,0.4966,0.2627,0.0211,0.5166,0.4966,0.2627,0.5173,0.0211,0.6476,0.111,0,,,,,0.0006,0
Djibouti,2013,1.3934,1.3934,0.6082,0.499,0.2628,0.0234,0.6082,0.499,0.2628,0.5356,0.0967,0.6476,0.1135,0,,,,,0.0006,0
Djibouti,2014,1.5143,1.5143,0.7218,0.5029,0.264,0.0256,0.72,0.5,0.26,0.5466,0.2015,0.6502,0.116,0,,,,,0.0006,0
Dominica,1990,0.1732,0.1299,0.0586,0.0862,0.0283,0,0.0153,0.0862,0.0283,0.0588,0,0.0453,0.069,-0.0433,,,,,0.0002,0
Dominica,1991,0.1741,0.1308,0.0586,0.0861,0.0294,0,0.0153,0.0861,0.0294,0.0588,0,0.046,0.0693,-0.0433,,,,,0.0002,0
Dominica,1992,0.1721,0.1288,0.0586,0.0864,0.027,0,0.0153,0.0864,0.027,0.0588,0,0.0436,0.0696,-0.0433,,,,,0.0002,0
Dominica,1993,0.1759,0.1326,0.0623,0.0865,0.0271,0,0.019,0.0865,0.0271,0.0625,0,0.0435,0.0698,-0.0433,,,,,0.0002,0
Dominica,1994,0.1786,0.1353,0.066,0.0867,0.0259,0,0.0227,0.0867,0.0259,0.0662,0,0.0423,0.0701,-0.0433,,,,,0.0002,0
Dominica,1995,0.189,0.1457,0.0806,0.0871,0.0212,0.0001,0.0373,0.0871,0.0212,0.0808,0.0001,0.0377,0.0704,-0.0433,,,,,0.0002,0
Dominica,1996,0.1807,0.1374,0.0733,0.087,0.0203,0.0001,0.03,0.087,0.0203,0.0735,0.0001,0.0368,0.0703,-0.0433,,,,,0.0002,0
Dominica,1997,0.1886,0.1453,0.0806,0.087,0.0208,0.0002,0.0373,0.087,0.0208,0.0809,0.0002,0.0374,0.0702,-0.0433,,,,,0.0003,0
Dominica,1998,0.1849,0.1416,0.0769,0.0869,0.0208,0.0002,0.0337,0.0869,0.0208,0.0772,0.0002,0.0374,0.0701,-0.0433,,,,,0.0003,0
Dominica,1999,0.1886,0.1453,0.0806,0.0869,0.0208,0.0003,0.0373,0.0869,0.0208,0.0809,0.0003,0.0375,0.07,-0.0433,,,,,0.0003,0
Dominica,2000,0.2106,0.1673,0.1026,0.0869,0.0208,0.0003,0.0593,0.0869,0.0208,0.1029,0.0003,0.0375,0.0699,-0.0433,,,,,0.0003,0
Dominica,2001,0.2183,0.23,0.1099,0.0871,0.0208,0.0004,0.1216,0.0871,0.0208,0.1102,0.0004,0.0375,0.0701,0.0117,,,,,0.0003,0
Dominica,2002,0.2058,0.2175,0.1026,0.0873,0.0154,0.0005,0.1143,0.0873,0.0154,0.1029,0.0005,0.032,0.0703,0.0117,,,,,0.0003,0
Dominica,2003,0.2214,0.2331,0.1172,0.0876,0.016,0.0006,0.1289,0.0876,0.016,0.1176,0.0006,0.0326,0.0706,0.0117,,,,,0.0003,0
Dominica,2004,0.2183,0.23,0.1136,0.0875,0.0165,0.0007,0.1253,0.0875,0.0165,0.1139,0.0007,0.0329,0.0708,0.0117,,,,,0.0003,0
Dominica,2005,0.2223,0.2339,0.1172,0.0874,0.0168,0.0008,0.1289,0.0874,0.0168,0.1176,0.0008,0.0328,0.0711,0.0117,,,,,0.0003,0
Dominica,2006,0.218,0.7436,0.1136,0.0881,0.0154,0.0009,0.6392,0.0881,0.0154,0.1139,0.0009,0.032,0.0712,0.5256,,,,,0.0003,0
Dominica,2007,0.2617,0.7873,0.1539,0.0884,0.0184,0.001,0.6795,0.0884,0.0184,0.1542,0.001,0.0352,0.0713,0.5256,,,,,0.0004,0
Dominica,2008,0.2374,0.763,0.1319,0.0886,0.0158,0.0011,0.6575,0.0886,0.0158,0.1323,0.0011,0.0325,0.0715,0.5256,,,,,0.0004,0
Dominica,2009,0.2373,0.7629,0.1319,0.0889,0.0153,0.0012,0.6575,0.0889,0.0153,0.1323,0.0012,0.0323,0.0716,0.5256,,,,,0.0004,0
