Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO₂e‍),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Trinidad & Tobago,2008,24.7519,25.0819,23.4834,0.6345,0.4044,0.2297,23.8134,0.6345,0.4044,23.0719,0.7229,0.3466,0.6105,0.33,2.64,13.14,4.94,3,0.5216,1.4803
Trinidad & Tobago,2009,23.1881,23.5181,21.97,0.6364,0.3157,0.266,22.3,0.6364,0.3157,21.6047,0.7152,0.2584,0.6097,0.33,2.57,12.7,3.93,3.04,0.5537,1.371
Trinidad & Tobago,2010,25.3789,25.7319,24.0487,0.6381,0.3899,0.3023,24.3787,0.6541,0.3969,23.7222,0.7149,0.3328,0.6089,0.353,1.92,14.49,4.23,3.2,0.4858,1.3165
Trinidad & Tobago,2011,25.2377,24.7362,23.9633,0.6395,0.2926,0.3422,23.4619,0.6395,0.2926,23.6236,0.7695,0.2362,0.6083,-0.5015,2.14,15.15,3.53,3.19,0.4372,1.3165
Trinidad & Tobago,2012,24.9672,24.4657,23.5696,0.6421,0.3732,0.3822,23.0682,0.6421,0.3732,23.3156,0.7252,0.3187,0.6077,-0.5015,1.98,14.27,4.33,3.11,0.3985,1.2071
Trinidad & Tobago,2013,25.8122,25.3117,24.4435,0.6462,0.3003,0.4222,23.94,0.65,0.3,24.1176,0.8385,0.2491,0.6071,-0.5005,2.62,14.88,4.32,3.21,0.5999,1.0977
Trinidad & Tobago,2014,25.4197,24.9192,24.0106,0.6476,0.2993,0.4621,23.51,0.65,0.3,23.6679,0.8968,0.2487,0.6064,-0.5005,2.12,14.42,5.2,3.2,0.4613,0.3866
Tunisia,1990,19.3967,18.7387,13.8351,3.4755,2.0762,0.0098,13.1751,3.4765,2.0772,13.2956,1.6553,3.3742,1.0716,-0.658,0.64,4,3.39,2.49,2.7856,0.63
Tunisia,1991,20.3627,19.7047,14.5269,3.5472,2.2778,0.0107,13.8669,3.5482,2.2788,13.6447,2.008,3.6216,1.0884,-0.658,0.51,4.39,3.08,2.56,2.9842,0.6205
Tunisia,1992,21.1858,20.5278,15.2923,3.5891,2.2926,0.0117,14.6323,3.5901,2.2936,14.423,2.0052,3.6524,1.1052,-0.658,0.67,4.64,3.41,2.64,3.1029,0.6301
Tunisia,1993,22.7361,22.0781,16.6494,3.7203,2.3538,0.0126,15.9894,3.7213,2.3548,15.6536,2.1418,3.8188,1.122,-0.658,0.75,4.7,3.09,2.96,3.4815,1.422
Tunisia,1994,22.5751,21.9171,16.7949,3.6371,2.1297,0.0135,16.1349,3.6381,2.1307,15.6433,2.3076,3.4854,1.1388,-0.658,0.86,4.76,2.9,3.09,3.5802,1.3031
Tunisia,1995,22.9325,22.2745,17.2034,3.6448,2.0699,0.0144,16.5434,3.6458,2.0709,15.8924,2.4771,3.4074,1.1556,-0.658,0.81,4.73,2.93,3.2,3.7388,1.2936
Tunisia,1996,24.0996,23.4396,17.7565,3.8467,2.474,0.0224,17.0965,3.8467,2.474,16.6779,2.2982,3.9536,1.1699,-0.66,0.83,5,3.14,3.32,3.9036,1.3143
Tunisia,1997,24.4946,23.8346,18.3369,3.8229,2.3045,0.0303,17.6769,3.8229,2.3045,17.3734,2.2366,3.7005,1.1842,-0.66,0.94,5.39,3.15,3.51,3.9884,1.335
Tunisia,1998,25.5616,24.9016,19.0875,3.9317,2.5041,0.0382,18.4275,3.9317,2.5041,18.0889,2.3252,3.9491,1.1985,-0.66,0.99,5.76,3.3,3.61,4.0631,1.3557
Tunisia,1999,26.7091,26.0491,20.0268,4.0339,2.6023,0.0462,19.3668,4.0339,2.6023,18.9344,2.4724,4.0896,1.2128,-0.66,1.05,6.21,3.31,3.84,4.1979,1.3764
Tunisia,2000,27.9971,27.3411,21.1588,4.1603,2.6239,0.0541,20.4988,4.1623,2.6259,19.7198,2.8724,4.1778,1.2271,-0.656,0.92,6.32,3.62,4.03,4.3527,1.3972
Tunisia,2001,28.766,28.326,21.8977,4.1874,2.6071,0.0738,21.4577,4.1874,2.6071,20.4455,2.9251,4.1572,1.2381,-0.44,0.86,6.88,3.72,4.13,4.4641,1.2414
Tunisia,2002,28.7322,28.2922,22.0132,4.2054,2.4201,0.0935,21.5732,4.2054,2.4201,20.4306,3.0951,3.9573,1.2491,-0.44,0.72,6.91,3.66,4.24,4.4256,1.1951
Tunisia,2003,29.037,28.597,22.1587,4.1601,2.6048,0.1132,21.7187,4.1601,2.6048,20.5887,3.1221,4.066,1.2601,-0.44,0.67,5.74,4.39,4.38,4.547,1.5317
Tunisia,2004,30.1305,29.6905,23.1802,4.2035,2.6138,0.133,22.7402,4.2035,2.6138,21.3185,3.4533,4.0875,1.2712,-0.44,0.76,5.9,4.63,4.41,4.8384,1.5401
Tunisia,2005,30.6967,30.2567,23.5154,4.2888,2.7397,0.1527,23.0754,4.2888,2.7397,21.6589,3.4877,4.2679,1.2822,-0.44,0.71,6.16,4.57,4.59,4.8999,1.439
Tunisia,2006,31.7792,31.2659,24.4358,4.3805,2.738,0.2249,23.9224,4.3805,2.738,22.4955,3.6809,4.3093,1.2934,-0.5133,0.71,6.65,5.01,4.56,4.7038,1.5718
Tunisia,2007,32.3562,31.8428,24.9214,4.4508,2.6867,0.2972,24.4081,4.4508,2.6867,22.9598,3.8118,4.2799,1.3047,-0.5133,0.75,7.18,5.02,4.8,4.7477,1.2121
Tunisia,2008,32.7868,32.2735,25.2542,4.4397,2.7234,0.3695,24.7409,4.4397,2.7234,23.077,4.1369,4.257,1.3159,-0.5133,0.82,7.26,5.03,4.65,4.9016,1.2354
Tunisia,2009,33.4059,32.8925,25.5311,4.4818,2.9512,0.4418,25.0178,4.4818,2.9512,23.4131,4.1872,4.4784,1.3272,-0.5133,0.64,7.62,4.42,5.71,4.1856,1.4775
Tunisia,2010,35.7828,35.2695,27.9696,4.4877,2.8115,0.514,27.4562,4.4877,2.8115,25.6103,4.5379,4.2962,1.3384,-0.5133,0.8,8.44,4.62,6.86,4.1895,1.5008
Tunisia,2011,34.1016,33.8122,26.1914,4.4937,2.816,0.6005,25.8981,4.4957,2.818,24.3668,4.1151,4.27,1.3496,-0.2893,0.77,8.32,4.24,6.4,4.1109,1.296
Tunisia,2012,35.4877,35.1943,27.3526,4.5068,2.9413,0.687,27.0592,4.5068,2.9413,25.458,4.2969,4.3719,1.3608,-0.2933,0.91,9.08,4.66,6.35,4.2122,1.1458
Tunisia,2013,35.6478,35.3625,27.5551,4.5412,2.7781,0.7735,27.26,4.55,2.78,25.554,4.5153,4.2066,1.372,-0.2853,0.92,9.24,4.8,6.05,4.4036,1.0504
Tunisia,2014,38.1666,37.8803,29.7211,4.5469,3.0386,0.8599,29.43,4.55,3.04,26.9393,5.4079,4.4362,1.3832,-0.2863,0.87,9.7,5.33,6.33,4.515,1.0643
Turkey,1990,199.8824,178.4187,139.3653,33.3978,26.2844,0.8349,117.8906,33.4038,26.2894,135.7868,13.2424,41.7061,9.147,-21.4637,0.92,39.08,32.69,27.84,33.616,2.5508
Turkey,1991,204.4727,183.009,142.3985,35.1443,26.1067,0.8233,120.9238,35.1503,26.1117,138.013,15.0143,39.4753,11.9703,-21.4637,1.12,40.83,34.37,26.55,33.7052,2.5678
Turkey,1992,215.7234,194.2597,148.557,38.2634,28.0913,0.8117,127.0823,38.2694,28.0963,142.8991,17.2515,40.7793,14.7935,-21.4637,1.12,44.45,32.93,27.11,35.8244,2.5847
Turkey,1993,227.1294,205.6657,155.433,40.8516,30.0446,0.8001,133.9583,40.8576,30.0496,148.4478,19.5436,41.5213,17.6167,-21.4637,1.26,44.8,32.8,32.26,35.9536,2.6241
Turkey,1994,225.7385,204.2748,153.1557,43.2848,28.5095,0.7884,131.681,43.2908,28.5145,147.0268,19.652,38.6197,20.44,-21.4637,1.12,50.3,29.95,31.33,32.7628,2.694
Turkey,1995,244.6267,223.163,168.4504,45.7451,29.6544,0.7768,146.9757,45.7511,29.6594,160.4812,22.4571,38.4252,23.2632,-21.4637,1.37,51.63,33.27,35.19,37.672,2.7091
Turkey,1996,263.4771,242.0145,185.8063,47.1032,29.7249,0.8426,164.3317,47.1102,29.7299,176.8086,23.3886,38.2538,25.0262,-21.4626,1.37,57.45,41.75,36.98,37.8796,2.759
Turkey,1997,273.6093,252.1415,194.3714,48.6119,29.7175,0.9085,172.8966,48.6159,29.7205,184.9607,23.7044,38.155,26.7891,-21.4678,1.83,63.01,45.27,34.34,39.4772,2.8635
Turkey,1998,277.437,255.9752,196.0986,49.5288,30.8354,0.9743,174.6238,49.5358,30.8414,185.6081,24.6872,38.5897,28.5521,-21.4618,1.98,67.49,46.99,31.71,36.4947,2.9134
Turkey,1999,276.9811,255.5183,194.0294,50.9506,30.961,1.0401,172.5546,50.9576,30.966,185.5002,22.6288,38.5372,30.315,-21.4628,2.36,71.76,41.34,33.29,36.1023,3.0179
Turkey,2000,303.2802,281.8115,219.3098,52.5504,30.3141,1.1059,197.8351,52.5534,30.3171,209.9976,23.3147,37.8899,32.078,-21.4687,2.82,74.92,57.79,34.73,39.4898,3.0678
Turkey,2001,278.3483,248.4466,197.5886,51.8378,27.6512,1.2707,167.6839,51.8398,27.6522,190.804,20.1312,35.1833,32.2298,-29.9017,2.29,76.62,42.32,33.3,35.6652,2.8988
Turkey,2002,288.4454,258.5407,208.8687,51.0945,27.0467,1.4356,178.9639,51.0945,27.0467,200.552,21.0074,34.5044,32.3816,-29.9047,4.25,71.46,52.94,35.07,38.1305,2.9415
Turkey,2003,299.4328,269.5313,220.3309,50.4273,27.0743,1.6004,190.4263,50.4293,27.0753,210.4565,21.9093,34.5336,32.5334,-29.9016,4.64,72.21,59.53,35.12,40.6158,2.9807
Turkey,2004,304.9306,275.0314,226.4131,49.9185,26.8338,1.7652,196.5089,49.9215,26.8358,214.3727,23.4194,34.4532,32.6852,-29.8992,6.04,73.65,58.15,35.73,43.8112,3.0216
Turkey,2005,316.1324,286.2368,237.5162,50.0139,26.6724,1.93,207.6116,50.0189,26.6764,223.1744,25.065,35.056,32.8371,-29.8956,6.59,81.19,55.04,36.93,46.9465,3.0679
Turkey,2006,342.7011,287.7877,263.1948,50.7273,26.8039,1.9752,208.2614,50.7383,26.8129,246.6354,27.1069,35.9581,33.0007,-54.9134,6.03,90.24,61.14,41.64,50.4456,3.1698
Turkey,2007,369.5271,314.6338,290.1671,51.2319,26.1078,2.0203,235.2357,51.2529,26.1248,272.7165,27.8224,35.8239,33.1644,-54.8934,6.11,106.42,61.26,47.43,54.3348,3.2717
Turkey,2008,368.0703,313.1731,290.5368,51.4869,23.9811,2.0655,235.6036,51.5069,23.9971,272.2793,28.4536,34.0093,33.3281,-54.8972,5.98,114.42,37.59,44.66,72.2339,3.3754
Turkey,2009,363.3341,308.4007,283.5691,51.4417,26.2126,2.1107,228.6357,51.4417,26.2126,264.1786,29.4109,36.2529,33.4918,-54.9334,5.12,112.18,39.27,44.24,65.003,3.4755
Turkey,2010,375.0105,320.0809,296.6466,51.3848,24.8233,2.1558,241.7139,51.3868,24.8243,273.0196,33.4716,34.8639,33.6555,-54.9297,4.8,113.05,48.48,43.37,64.5522,3.5774
Turkey,2011,395.9018,331.0349,316.3865,52.6153,24.6237,2.2763,251.5166,52.6173,24.6247,292.4289,33.9255,35.4836,34.0637,-64.8669,3.96,123.25,51.86,43.98,69.7824,3.5565
Turkey,2012,420.3549,355.5097,334.5028,55.7244,27.7308,2.3969,269.6337,55.7374,27.7418,310.3101,34.2842,41.2886,34.472,-64.8451,3.67,126.34,52.86,51.04,76.5427,3.5373
Turkey,2013,408.4574,343.6004,319.5517,56.785,29.6032,2.5174,254.68,56.79,29.61,291.6466,38.1201,43.8105,34.8802,-64.857,6.89,121.29,46.23,57.18,63.423,3.5236
Turkey,2014,431.4751,366.6143,342.6563,57.2673,28.9137,2.638,277.79,57.27,28.92,314.7577,38.2369,43.192,35.2885,-64.8609,11.01,143.39,44.89,60.91,62.0733,3.5044
Turkmenistan,1990,72.4903,72.4903,45.3876,24.0154,3.0678,0.0194,45.3876,24.0154,3.0678,64.7959,1.1598,5.8298,0.7048,0,0.76,13.07,0.73,9.82,21.0683,20.1076
Turkmenistan,1991,64.7634,64.7634,38.4823,23.3614,2.9023,0.0174,38.4823,23.3614,2.9023,57.3356,1.0961,5.6099,0.7218,0,1.03,11.67,0.66,8.79,16.7022,19.5034
Turkmenistan,1992,51.9366,51.9366,28.1896,21.556,2.1756,0.0154,28.1896,21.556,2.1756,46.5853,0.9349,3.6774,0.7389,0,0.93,5.9,0.33,6.88,14.5861,18.8992
Turkmenistan,1993,50.577,50.577,26.7296,21.352,2.482,0.0134,26.7296,21.352,2.482,44.515,0.9265,4.3795,0.7559,0,0.68,8.3,0.47,7.09,10.36,18.295
Turkmenistan,1994,56.2489,56.2489,32.9181,20.8967,2.4227,0.0114,32.9181,20.8967,2.4227,50.2948,0.7166,4.4646,0.773,0,0.67,11.21,0.64,4.25,16.514,17.6908
Turkmenistan,1995,56.3644,56.3644,33.4662,20.4063,2.4826,0.0093,33.4662,20.4063,2.4826,50.3645,0.5762,4.6337,0.79,0,0.62,11.81,0.67,3.99,16.8079,17.0866
Turkmenistan,1996,53.6941,53.6941,29.7235,21.4453,2.5151,0.0102,29.7235,21.4453,2.5151,47.5794,0.5946,4.712,0.8081,0,0.69,9.58,0.54,4.49,14.9159,18.0435
Turkmenistan,1997,54.6525,54.6525,29.9735,22.0159,2.6521,0.0111,29.9735,22.0159,2.6521,48.7943,0.6057,4.4264,0.8262,0,0.79,9.81,0.55,2.68,16.7439,19.0004
Turkmenistan,1998,55.9869,55.9869,30.6235,23.158,2.1935,0.0119,30.6235,23.158,2.1935,50.4092,0.6167,4.1167,0.8443,0,0.92,9.35,0.52,3.26,17.3218,19.9574
Turkmenistan,1999,62.7821,62.7821,35.8035,24.4717,2.4941,0.0128,35.8035,24.4717,2.4941,56.5541,0.6278,4.7378,0.8624,0,1,11.41,0.64,4.15,19.4398,20.9143
Turkmenistan,2000,65.5358,65.5358,36.8835,25.893,2.7457,0.0136,36.8835,25.893,2.7457,58.599,0.6389,5.4175,0.8805,0,0.98,14.12,0.65,6.5,15.4478,21.8712
Turkmenistan,2001,68.5351,68.2418,38.1135,27.4083,2.995,0.0184,37.8202,27.4083,2.995,61.1692,0.6716,5.7799,0.9145,-0.2933,0.99,15.29,0.68,6.62,15.3664,23.2027
Turkmenistan,2002,71.9554,71.6621,39.9435,29.253,2.7358,0.0231,39.6502,29.253,2.7358,64.3393,0.7043,5.9633,0.9485,-0.2933,1.13,15.64,0.69,7.3,16.1651,24.5343
Turkmenistan,2003,78.9882,78.6948,44.4435,31.2496,3.2673,0.0278,44.1502,31.2496,3.2673,70.1795,0.737,7.0892,0.9825,-0.2933,1.29,16.38,0.77,8.19,18.9837,25.8658
Turkmenistan,2004,83.0989,82.8056,46.8648,32.836,3.3656,0.0325,46.5715,32.836,3.3656,73.8896,0.821,7.3717,1.0165,-0.2933,1.29,17.32,0.81,8.27,20.2823,27.1973
Turkmenistan,2005,86.2266,85.9332,48.4124,34.3144,3.4625,0.0372,48.1191,34.3144,3.4625,76.7298,0.9014,7.5449,1.0506,-0.2933,1.35,18.6,0.85,8.64,20.1109,28.5289
Turkmenistan,2006,88.5808,88.5808,49.8221,35.0424,3.6774,0.0388,49.8221,35.0424,3.6774,78.5298,1.0821,7.9058,1.063,0,1.26,19.35,0.89,8.61,20.4747,29.2152
Turkmenistan,2007,95.451,95.451,56.289,35.4269,3.6947,0.0404,56.289,35.4269,3.6947,85.5117,1.1383,7.7256,1.0755,0,1.35,21.08,1.04,9.18,24.6384,29.5732
Turkmenistan,2008,97.3167,97.3187,56.9493,36.3875,3.9379,0.042,56.9493,36.3885,3.9389,86.6576,1.2237,8.3474,1.088,0.002,1.41,22.26,1.05,9.53,23.7222,30.0954
Turkmenistan,2009,91.0942,91.0942,50.4896,36.7424,3.8185,0.0436,50.4896,36.7424,3.8185,80.6836,1.3092,8.001,1.1004,0,1.48,18.72,1.48,7.22,22.656,30.6176
Turkmenistan,2010,98.9085,98.9085,57.4716,37.4094,3.9823,0.0453,57.4716,37.4094,3.9823,88.1695,1.3763,8.2498,1.1129,0,1.63,21.57,1.52,8.26,25.6798,31.1397
Turkmenistan,2011,105.6302,105.6302,63.6263,38.2019,3.7548,0.0472,63.6263,38.2019,3.7548,94.8871,1.78,7.8371,1.126,0,1.48,22.68,1.92,9.97,27.3429,32.9742
Turkmenistan,2012,109.7318,109.7318,66.5728,39.2822,3.8276,0.0492,66.5728,39.2822,3.8276,98.5871,1.9931,8.0125,1.1391,0,1.28,23.31,2.14,10.38,28.3861,34.371
Turkmenistan,2013,112.285,112.286,68.0673,40.2979,3.8687,0.0511,68.07,40.3,3.87,100.9047,2.1366,8.0916,1.1521,0.001,1.4,23.6,2.22,11.11,28.6892,35.2755
Turkmenistan,2014,114.9934,114.9934,69.8113,41.2851,3.8439,0.0531,69.81,41.29,3.84,103.4864,2.2654,8.0764,1.1652,0,1.45,24,2.35,11.76,29.0224,36.344
Tuvalu,1990,0.017,0.0158,0.0073,0.0086,0.0011,0,0.0061,0.0086,0.0011,0.0073,0,0.0046,0.0051,-0.0012,,,,,,
Tuvalu,1991,0.0177,0.0166,0.0073,0.0092,0.0012,0,0.0061,0.0092,0.0012,0.0073,0,0.0052,0.0052,-0.0012,,,,,,
Tuvalu,1992,0.0179,0.0167,0.0073,0.0093,0.0012,0,0.0061,0.0093,0.0012,0.0073,0,0.0053,0.0052,-0.0012,,,,,,
Tuvalu,1993,0.0178,0.0166,0.0073,0.0093,0.0012,0,0.0061,0.0093,0.0012,0.0073,0,0.0051,0.0053,-0.0012,,,,,,
Tuvalu,1994,0.0179,0.0168,0.0073,0.0094,0.0012,0,0.0061,0.0094,0.0012,0.0073,0,0.0052,0.0054,-0.0012,,,,,,
Tuvalu,1995,0.018,0.0168,0.0073,0.0095,0.0012,0,0.0061,0.0095,0.0012,0.0073,0,0.0052,0.0055,-0.0012,,,,,,
Tuvalu,1996,0.0181,0.0169,0.0073,0.0095,0.0012,0,0.0061,0.0095,0.0012,0.0073,0,0.0052,0.0055,-0.0012,,,,,,
Tuvalu,1997,0.0183,0.0171,0.0073,0.0097,0.0012,0,0.0061,0.0097,0.0012,0.0073,0,0.0053,0.0056,-0.0012,,,,,,
Tuvalu,1998,0.0184,0.0172,0.0073,0.0097,0.0012,0,0.0061,0.0097,0.0012,0.0073,0,0.0053,0.0057,-0.0012,,,,,,
Tuvalu,1999,0.0185,0.0174,0.0073,0.0099,0.0013,0.0001,0.0061,0.0099,0.0013,0.0073,0.0001,0.0054,0.0058,-0.0012,,,,,,
Tuvalu,2000,0.0186,0.0174,0.0073,0.01,0.0013,0.0001,0.0061,0.01,0.0013,0.0073,0.0001,0.0054,0.0058,-0.0012,,,,,,
Tuvalu,2001,0.0187,0.018,0.0073,0.01,0.0013,0.0001,0.0067,0.01,0.0013,0.0073,0.0001,0.0054,0.0059,-0.0006,,,,,,
Tuvalu,2002,0.0226,0.0219,0.011,0.0101,0.0013,0.0001,0.0104,0.0101,0.0013,0.011,0.0001,0.0055,0.0059,-0.0006,,,,,,
Tuvalu,2003,0.0226,0.022,0.011,0.0102,0.0013,0.0001,0.0104,0.0102,0.0013,0.011,0.0001,0.0055,0.006,-0.0006,,,,,,
Tuvalu,2004,0.0227,0.0221,0.011,0.0102,0.0013,0.0001,0.0104,0.0102,0.0013,0.011,0.0001,0.0055,0.006,-0.0006,,,,,,
Tuvalu,2005,0.0228,0.0221,0.011,0.0103,0.0013,0.0002,0.0104,0.0103,0.0013,0.011,0.0002,0.0055,0.0061,-0.0006,,,,,,
Tuvalu,2006,0.0192,0.016,0.0073,0.0103,0.0013,0.0002,0.0042,0.0103,0.0013,0.0073,0.0002,0.0055,0.0061,-0.0032,,,,,,
Tuvalu,2007,0.023,0.0198,0.011,0.0104,0.0013,0.0002,0.0078,0.0104,0.0013,0.011,0.0002,0.0056,0.0062,-0.0032,,,,,,
Tuvalu,2008,0.023,0.0199,0.011,0.0105,0.0013,0.0002,0.0078,0.0105,0.0013,0.011,0.0002,0.0056,0.0062,-0.0032,,,,,,
Tuvalu,2009,0.0231,0.02,0.011,0.0105,0.0013,0.0003,0.0078,0.0105,0.0013,0.011,0.0003,0.0056,0.0063,-0.0032,,,,,,
Tuvalu,2010,0.0195,0.0164,0.0073,0.0106,0.0013,0.0003,0.0042,0.0106,0.0013,0.0073,0.0003,0.0056,0.0063,-0.0032,,,,,,
Tuvalu,2011,0.0196,0.0196,0.0073,0.0106,0.0013,0.0003,0.0073,0.0106,0.0013,0.0073,0.0003,0.0056,0.0064,0,,,,,,
Tuvalu,2012,0.0234,0.0234,0.011,0.0107,0.0013,0.0004,0.011,0.0107,0.0013,0.011,0.0004,0.0056,0.0064,0,,,,,,
Tuvalu,2013,0.0235,0.0235,0.011,0.0107,0.0013,0.0004,0.01,0.01,0,0.011,0.0004,0.0056,0.0065,0,,,,,,
Tuvalu,2014,0.018,0.018,0.011,0.0065,0.0001,0.0004,0.01,0.01,0,0.011,0.0004,0,0.0065,0,,,,,,
Uganda,1990,14.2371,34.9148,0.7584,6.4684,7.0102,0,20.5681,7.1654,7.1812,3.388,0.0147,10.6303,0.2041,20.6777,,,,,2.6442,0
Uganda,1991,14.7734,35.4511,0.7804,6.7778,7.2151,0.0001,20.5901,7.4748,7.3861,3.5473,0.0257,10.9887,0.2117,20.6777,,,,,2.7925,0
Uganda,1992,15.1065,35.7841,0.7878,6.9793,7.3392,0.0002,20.5974,7.6763,7.5102,3.7028,0.0258,11.1585,0.2192,20.6777,,,,,2.9407,0
Uganda,1993,15.5377,36.2154,0.7804,7.2405,7.5165,0.0003,20.5901,7.9375,7.6875,3.8437,0.0259,11.4412,0.2268,20.6777,,,,,3.089,0
Uganda,1994,15.3486,36.0263,0.7072,7.1804,7.4606,0.0004,20.5168,7.8774,7.6316,3.926,0.0187,11.1695,0.2344,20.6777,,,,,3.2372,0
Uganda,1995,15.9557,36.6333,0.938,7.4087,7.6085,0.0005,20.7477,8.1057,7.7795,4.2795,0.0445,11.3898,0.2419,20.6777,,,,,3.3854,0
Uganda,1996,16.089,37.0486,1.0589,7.3978,7.6313,0.0009,21.1515,8.1088,7.7873,4.3318,0.1255,11.3797,0.252,20.9596,,,,,3.3974,0
Uganda,1997,16.8064,37.6864,1.1065,7.6675,8.031,0.0014,20.8295,8.5615,8.294,4.3731,0.1443,12.0269,0.2621,20.88,,,,,3.4095,0
Uganda,1998,17.8754,39.7675,1.2641,8.0398,8.5696,0.0019,21.6513,9.2108,8.9036,4.5243,0.1631,12.9158,0.2721,21.8922,,,,,3.4215,0
Uganda,1999,17.3016,38.885,1.3117,7.7684,8.2192,0.0023,21.2441,9.0174,8.6212,4.573,0.1745,12.2719,0.2822,21.5834,,,,,3.4335,0
Uganda,2000,17.5639,38.8117,1.429,7.8055,8.3267,0.0028,21.4478,8.7645,8.5967,4.6913,0.186,12.3944,0.2923,21.2478,,,,,3.4455,0
Uganda,2001,18.1837,36.9456,1.5096,8.0225,8.648,0.0036,20.0755,8.1895,8.677,4.7883,0.2198,12.8701,0.3055,18.7619,,,,,3.4949,0
Uganda,2002,18.5694,39.7072,1.5572,8.2017,8.806,0.0044,21.9431,8.8517,8.908,4.8487,0.2573,13.1448,0.3186,21.1379,,,,,3.5443,0
Uganda,2003,20.5845,42.2682,1.5975,9.0979,9.8838,0.0053,22.3592,9.8859,10.0178,4.9385,0.2581,15.0561,0.3318,21.6837,,,,,3.5938,0
Uganda,2004,20.1867,43.7011,1.7367,8.8765,9.5674,0.0061,23.8281,10.0835,9.7834,5.1015,0.2846,14.4557,0.345,23.5144,,,,,3.6432,0
Uganda,2005,22.9262,43.6974,2.1691,9.8704,10.8798,0.0069,22.1613,10.5184,11.0108,5.5466,0.322,16.6994,0.3582,20.7712,,,,,3.6926,0
Uganda,2006,20.6,46.1602,2.5355,8.7735,9.2831,0.0078,27.5607,9.2155,9.3761,6.0024,0.3229,13.9032,0.3714,25.5602,,,,,3.782,0
Uganda,2007,23.8495,48.1671,2.8872,10.0436,10.9099,0.0088,27.0109,10.2006,10.9469,6.4363,0.3312,16.6974,0.3846,24.3176,,,,,3.8715,0
Uganda,2008,29.5416,54.8667,3.1877,13.1868,13.1575,0.0097,28.0927,13.5428,13.2215,6.555,0.6032,21.9855,0.3978,25.325,,,,,3.9609,0
Uganda,2009,29.1482,56.7299,3.3782,12.972,12.7874,0.0106,29.8678,13.879,12.9724,6.8496,0.5895,21.2981,0.411,27.5816,,,,,4.0504,0
Uganda,2010,31.2868,56.4223,3.9168,13.7175,13.641,0.0115,28.6613,14.0445,13.705,7.3861,0.682,22.7945,0.4242,25.1354,,,,,4.1398,0
Uganda,2011,31.2207,56.7661,4.2612,13.598,13.3485,0.0129,29.1416,14.104,13.5075,7.6289,0.8446,22.3064,0.4408,25.5454,,,,,4.1993,0
Uganda,2012,32.5153,58.2917,4.067,14.3099,14.1241,0.0143,28.8614,15.0319,14.3841,7.4393,0.901,23.7176,0.4575,25.7764,,,,,4.2589,0
Uganda,2013,33.3286,60.6375,4.8695,14.3522,14.0914,0.0157,31.16,15.18,14.29,8.1803,1.0233,23.651,0.4741,27.3089,,,,,4.3185,0
Uganda,2014,34.1129,59.925,5.2285,14.65,14.2173,0.017,30.33,15.2,14.38,8.5403,1.0833,23.9985,0.4907,25.8121,,,,,4.378,0
Ukraine,1990,896.8317,851.6339,700.2079,147.4953,47.8056,1.3229,654.558,147.7348,47.8561,782.7486,18.8552,86.7997,8.4282,-45.1978,6.18,357.13,194.94,54.85,88.4249,87.4037
Ukraine,1991,847.9462,802.7484,662.6645,139.4423,44.637,1.2024,617.0147,139.6818,44.6874,738.7281,17.2408,83.525,8.4523,-45.1978,5.57,319.45,196.68,66.1,75.7117,80.7964
Ukraine,1992,744.9444,698.899,575.7774,129.4312,38.654,1.0819,529.4219,129.6872,38.708,645.4477,15.5426,75.4778,8.4763,-46.0455,2.18,272.91,188.57,40.94,68.8485,74.1892
Ukraine,1993,655.2487,609.2032,500.2246,120.0395,34.0233,0.9614,453.8691,120.2955,34.0773,565.0973,12.2487,69.4024,8.5004,-46.0455,0.93,260.11,132.75,35.43,69.2353,67.5819
Ukraine,1994,560.0326,513.9871,416.2192,111.5391,31.4334,0.8409,369.8637,111.7951,31.4874,475.5468,9.7023,66.2591,8.5244,-46.0455,0.57,220.38,97.23,32.24,64.7221,60.9747
Ukraine,1995,529.7066,483.6611,399.4986,101.2278,28.2598,0.7205,353.1431,101.4838,28.3138,453.3764,7.0606,60.7211,8.5485,-46.0455,0.48,204.11,98.1,33.31,63.479,54.3674
Ukraine,1996,469.2154,422.9937,346.3288,97.5007,24.7083,0.6776,299.8472,97.7167,24.7523,401.0438,5.8774,53.7184,8.5757,-46.2217,0.88,164.97,87.15,30.14,64.5426,54.2213
Ukraine,1997,446.3514,400.0635,328.2492,93.2905,24.1771,0.6347,281.7163,93.4935,24.2191,382.4712,6.0242,49.253,8.603,-46.2879,0.87,153.19,83.35,35.89,55.9662,54.0751
